state,county,state_fips,zip,company,plan_name,plan_type,plan_id,link_to_plan_page
FL,Hernando,12,34606,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12053&plan_type=PLAN_TYPE_MAPD&zip=34606&year=2025&lang=en&page=5
FL,Highlands,12,33852,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0012 (HMO-POS),Medicare Advantage with drug coverage,H1045-042-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-042-0?fips=12055&plan_type=PLAN_TYPE_MAPD&zip=33852&year=2025&lang=en&page=1
FL,Highlands,12,33852,UnitedHealthcare,AARP Medicare Advantage CareFlex from UHC FL-33 (HMO-POS),Medicare Advantage with drug coverage,H1045-058-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-058-0?fips=12055&plan_type=PLAN_TYPE_MAPD&zip=33852&year=2025&lang=en&page=1
FL,Highlands,12,33852,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12055&plan_type=PLAN_TYPE_MAPD&zip=33852&year=2025&lang=en&page=2
FL,Highlands,12,33852,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12055&plan_type=PLAN_TYPE_MAPD&zip=33852&year=2025&lang=en&page=2
FL,Highlands,12,33852,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0027 (PPO),Medicare Advantage with drug coverage,H2406-019-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-019-0?fips=12055&plan_type=PLAN_TYPE_MAPD&zip=33852&year=2025&lang=en&page=2
FL,Highlands,12,33852,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12055&plan_type=PLAN_TYPE_MAPD&zip=33852&year=2025&lang=en&page=3
FL,Hillsborough,12,33503,UnitedHealthcare,AARP Medicare Advantage from UHC FL-003P (HMO-POS),Medicare Advantage with drug coverage,H1045-045-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-045-0?fips=12057&plan_type=PLAN_TYPE_MAPD&zip=33503&year=2025&lang=en&page=1
FL,Hillsborough,12,33503,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0006 (HMO-POS),Medicare Advantage with drug coverage,H1045-028-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-028-0?fips=12057&plan_type=PLAN_TYPE_MAPD&zip=33503&year=2025&lang=en&page=1
FL,Hillsborough,12,33503,UnitedHealthcare,AARP Medicare Advantage CareFlex from UHC FL-34 (HMO-POS),Medicare Advantage with drug coverage,H1045-059-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-059-0?fips=12057&plan_type=PLAN_TYPE_MAPD&zip=33503&year=2025&lang=en&page=1
FL,Hillsborough,12,33503,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12057&plan_type=PLAN_TYPE_MAPD&zip=33503&year=2025&lang=en&page=4
FL,Hillsborough,12,33503,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12057&plan_type=PLAN_TYPE_MAPD&zip=33503&year=2025&lang=en&page=4
FL,Hillsborough,12,33503,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0019 (PPO),Medicare Advantage with drug coverage,H2406-011-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-011-0?fips=12057&plan_type=PLAN_TYPE_MAPD&zip=33503&year=2025&lang=en&page=4
FL,Hillsborough,12,33503,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12057&plan_type=PLAN_TYPE_MAPD&zip=33503&year=2025&lang=en&page=6
FL,Indian River,12,32960,UnitedHealthcare,AARP Medicare Advantage from UHC FL-001P (HMO-POS),Medicare Advantage with drug coverage,H1045-036-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-036-0?fips=12061&plan_type=PLAN_TYPE_MAPD&zip=32960&year=2025&lang=en&page=1
FL,Indian River,12,32960,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0006 (HMO-POS),Medicare Advantage with drug coverage,H1045-028-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-028-0?fips=12061&plan_type=PLAN_TYPE_MAPD&zip=32960&year=2025&lang=en&page=1
FL,Indian River,12,32960,UnitedHealthcare,AARP Medicare Advantage CareFlex from UHC FL-35 (HMO-POS),Medicare Advantage with drug coverage,H1045-060-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-060-0?fips=12061&plan_type=PLAN_TYPE_MAPD&zip=32960&year=2025&lang=en&page=1
FL,Indian River,12,32960,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12061&plan_type=PLAN_TYPE_MAPD&zip=32960&year=2025&lang=en&page=3
FL,Indian River,12,32960,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12061&plan_type=PLAN_TYPE_MAPD&zip=32960&year=2025&lang=en&page=3
FL,Indian River,12,32960,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0025 (PPO),Medicare Advantage with drug coverage,H2406-017-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-017-0?fips=12061&plan_type=PLAN_TYPE_MAPD&zip=32960&year=2025&lang=en&page=3
FL,Indian River,12,32960,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12061&plan_type=PLAN_TYPE_MAPD&zip=32960&year=2025&lang=en&page=5
FL,Jackson,12,32423,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0011 (HMO-POS),Medicare Advantage with drug coverage,H1045-041-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-041-0?fips=12063&plan_type=PLAN_TYPE_MAPD&zip=32423&year=2025&lang=en&page=1
FL,Jackson,12,32423,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12063&plan_type=PLAN_TYPE_MAPD&zip=32423&year=2025&lang=en&page=1
FL,Jackson,12,32423,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12063&plan_type=PLAN_TYPE_MAPD&zip=32423&year=2025&lang=en&page=1
FL,Jackson,12,32423,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0016 (PPO),Medicare Advantage with drug coverage,H2406-008-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-008-0?fips=12063&plan_type=PLAN_TYPE_MAPD&zip=32423&year=2025&lang=en&page=1
FL,Jackson,12,32423,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12063&plan_type=PLAN_TYPE_MAPD&zip=32423&year=2025&lang=en&page=2
FL,Lake,12,32726,UnitedHealthcare,UHC The Villages Medicare Advantage FL-004P (HMO-POS),Medicare Advantage with drug coverage,H1045-056-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-056-0?fips=12069&plan_type=PLAN_TYPE_MAPD&zip=32726&year=2025&lang=en&page=1
FL,Lake,12,32726,UnitedHealthcare,UHC The Villages Medicare Advantage FL-0004 (HMO-POS),Medicare Advantage with drug coverage,H1045-025-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-025-0?fips=12069&plan_type=PLAN_TYPE_MAPD&zip=32726&year=2025&lang=en&page=1
FL,Lake,12,32726,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12069&plan_type=PLAN_TYPE_MAPD&zip=32726&year=2025&lang=en&page=3
FL,Lake,12,32726,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12069&plan_type=PLAN_TYPE_MAPD&zip=32726&year=2025&lang=en&page=3
FL,Lake,12,32726,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0024 (PPO),Medicare Advantage with drug coverage,H2406-016-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-016-0?fips=12069&plan_type=PLAN_TYPE_MAPD&zip=32726&year=2025&lang=en&page=4
FL,Lake,12,32726,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12069&plan_type=PLAN_TYPE_MAPD&zip=32726&year=2025&lang=en&page=5
FL,Lee,12,33901,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0010 (HMO-POS),Medicare Advantage with drug coverage,H1045-034-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-034-0?fips=12071&plan_type=PLAN_TYPE_MAPD&zip=33901&year=2025&lang=en&page=1
FL,Lee,12,33901,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0006 (HMO-POS),Medicare Advantage with drug coverage,H1045-028-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-028-0?fips=12071&plan_type=PLAN_TYPE_MAPD&zip=33901&year=2025&lang=en&page=1
FL,Lee,12,33901,UnitedHealthcare,AARP Medicare Advantage CareFlex from UHC FL-34 (HMO-POS),Medicare Advantage with drug coverage,H1045-059-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-059-0?fips=12071&plan_type=PLAN_TYPE_MAPD&zip=33901&year=2025&lang=en&page=1
FL,Lee,12,33901,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12071&plan_type=PLAN_TYPE_MAPD&zip=33901&year=2025&lang=en&page=2
FL,Lee,12,33901,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12071&plan_type=PLAN_TYPE_MAPD&zip=33901&year=2025&lang=en&page=2
FL,Lee,12,33901,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0017 (PPO),Medicare Advantage with drug coverage,H2406-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-009-0?fips=12071&plan_type=PLAN_TYPE_MAPD&zip=33901&year=2025&lang=en&page=2
FL,Lee,12,33901,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12071&plan_type=PLAN_TYPE_MAPD&zip=33901&year=2025&lang=en&page=4
FL,Leon,12,32301,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0011 (HMO-POS),Medicare Advantage with drug coverage,H1045-041-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-041-0?fips=12073&plan_type=PLAN_TYPE_MAPD&zip=32301&year=2025&lang=en&page=1
FL,Leon,12,32301,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12073&plan_type=PLAN_TYPE_MAPD&zip=32301&year=2025&lang=en&page=1
FL,Leon,12,32301,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12073&plan_type=PLAN_TYPE_MAPD&zip=32301&year=2025&lang=en&page=1
FL,Leon,12,32301,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0016 (PPO),Medicare Advantage with drug coverage,H2406-008-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-008-0?fips=12073&plan_type=PLAN_TYPE_MAPD&zip=32301&year=2025&lang=en&page=1
FL,Leon,12,32301,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12073&plan_type=PLAN_TYPE_MAPD&zip=32301&year=2025&lang=en&page=2
FL,Levy,12,32621,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0013 (HMO-POS),Medicare Advantage with drug coverage,H1045-043-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-043-0?fips=12075&plan_type=PLAN_TYPE_MAPD&zip=32621&year=2025&lang=en&page=1
FL,Levy,12,32621,UnitedHealthcare,AARP Medicare Advantage CareFlex from UHC FL-32 (HMO-POS),Medicare Advantage with drug coverage,H1045-057-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-057-0?fips=12075&plan_type=PLAN_TYPE_MAPD&zip=32621&year=2025&lang=en&page=1
FL,Levy,12,32621,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12075&plan_type=PLAN_TYPE_MAPD&zip=32621&year=2025&lang=en&page=1
FL,Levy,12,32621,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12075&plan_type=PLAN_TYPE_MAPD&zip=32621&year=2025&lang=en&page=1
FL,Levy,12,32621,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0023 (PPO),Medicare Advantage with drug coverage,H2406-015-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-015-0?fips=12075&plan_type=PLAN_TYPE_MAPD&zip=32621&year=2025&lang=en&page=1
FL,Levy,12,32621,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12075&plan_type=PLAN_TYPE_MAPD&zip=32621&year=2025&lang=en&page=2
FL,Madison,12,32340,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0011 (HMO-POS),Medicare Advantage with drug coverage,H1045-041-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-041-0?fips=12079&plan_type=PLAN_TYPE_MAPD&zip=32340&year=2025&lang=en&page=1
FL,Madison,12,32340,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12079&plan_type=PLAN_TYPE_MAPD&zip=32340&year=2025&lang=en&page=1
FL,Madison,12,32340,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12079&plan_type=PLAN_TYPE_MAPD&zip=32340&year=2025&lang=en&page=1
FL,Madison,12,32340,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0016 (PPO),Medicare Advantage with drug coverage,H2406-008-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-008-0?fips=12079&plan_type=PLAN_TYPE_MAPD&zip=32340&year=2025&lang=en&page=1
FL,Madison,12,32340,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12079&plan_type=PLAN_TYPE_MAPD&zip=32340&year=2025&lang=en&page=2
FL,Manatee,12,34201,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0010 (HMO-POS),Medicare Advantage with drug coverage,H1045-034-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-034-0?fips=12081&plan_type=PLAN_TYPE_MAPD&zip=34201&year=2025&lang=en&page=1
FL,Manatee,12,34201,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0006 (HMO-POS),Medicare Advantage with drug coverage,H1045-028-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-028-0?fips=12081&plan_type=PLAN_TYPE_MAPD&zip=34201&year=2025&lang=en&page=1
FL,Manatee,12,34201,UnitedHealthcare,AARP Medicare Advantage CareFlex from UHC FL-34 (HMO-POS),Medicare Advantage with drug coverage,H1045-059-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-059-0?fips=12081&plan_type=PLAN_TYPE_MAPD&zip=34201&year=2025&lang=en&page=1
FL,Manatee,12,34201,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12081&plan_type=PLAN_TYPE_MAPD&zip=34201&year=2025&lang=en&page=3
FL,Manatee,12,34201,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12081&plan_type=PLAN_TYPE_MAPD&zip=34201&year=2025&lang=en&page=3
FL,Manatee,12,34201,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0017 (PPO),Medicare Advantage with drug coverage,H2406-009-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-009-0?fips=12081&plan_type=PLAN_TYPE_MAPD&zip=34201&year=2025&lang=en&page=3
FL,Manatee,12,34201,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12081&plan_type=PLAN_TYPE_MAPD&zip=34201&year=2025&lang=en&page=5
FL,Marion,12,32179,UnitedHealthcare,UHC The Villages Medicare Advantage FL-004P (HMO-POS),Medicare Advantage with drug coverage,H1045-056-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-056-0?fips=12083&plan_type=PLAN_TYPE_MAPD&zip=32179&year=2025&lang=en&page=1
FL,Marion,12,32179,UnitedHealthcare,UHC The Villages Medicare Advantage FL-0004 (HMO-POS),Medicare Advantage with drug coverage,H1045-025-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-025-0?fips=12083&plan_type=PLAN_TYPE_MAPD&zip=32179&year=2025&lang=en&page=1
FL,Marion,12,32179,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12083&plan_type=PLAN_TYPE_MAPD&zip=32179&year=2025&lang=en&page=3
FL,Marion,12,32179,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12083&plan_type=PLAN_TYPE_MAPD&zip=32179&year=2025&lang=en&page=3
FL,Marion,12,32179,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0024 (PPO),Medicare Advantage with drug coverage,H2406-016-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-016-0?fips=12083&plan_type=PLAN_TYPE_MAPD&zip=32179&year=2025&lang=en&page=3
FL,Marion,12,32179,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12083&plan_type=PLAN_TYPE_MAPD&zip=32179&year=2025&lang=en&page=5
FL,Martin,12,33455,UnitedHealthcare,AARP Medicare Advantage from UHC FL-001P (HMO-POS),Medicare Advantage with drug coverage,H1045-036-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-036-0?fips=12085&plan_type=PLAN_TYPE_MAPD&zip=33455&year=2025&lang=en&page=1
FL,Martin,12,33455,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0006 (HMO-POS),Medicare Advantage with drug coverage,H1045-028-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-028-0?fips=12085&plan_type=PLAN_TYPE_MAPD&zip=33455&year=2025&lang=en&page=1
FL,Martin,12,33455,UnitedHealthcare,AARP Medicare Advantage CareFlex from UHC FL-35 (HMO-POS),Medicare Advantage with drug coverage,H1045-060-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-060-0?fips=12085&plan_type=PLAN_TYPE_MAPD&zip=33455&year=2025&lang=en&page=1
FL,Martin,12,33455,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12085&plan_type=PLAN_TYPE_MAPD&zip=33455&year=2025&lang=en&page=2
FL,Martin,12,33455,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12085&plan_type=PLAN_TYPE_MAPD&zip=33455&year=2025&lang=en&page=2
FL,Martin,12,33455,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0025 (PPO),Medicare Advantage with drug coverage,H2406-017-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-017-0?fips=12085&plan_type=PLAN_TYPE_MAPD&zip=33455&year=2025&lang=en&page=2
FL,Martin,12,33455,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12085&plan_type=PLAN_TYPE_MAPD&zip=33455&year=2025&lang=en&page=4
FL,Miami-Dade,12,33010,UnitedHealthcare,UHC Preferred Medicare Advantage FL-0001 (HMO),Medicare Advantage with drug coverage,H1045-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-001-0?fips=12086&plan_type=PLAN_TYPE_MAPD&zip=33010&year=2025&lang=en&page=2
FL,Miami-Dade,12,33010,UnitedHealthcare,UHC MedicareMax Medicare Advantage FL-0028 (HMO),Medicare Advantage with drug coverage,H5420-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H5420-001-0?fips=12086&plan_type=PLAN_TYPE_MAPD&zip=33010&year=2025&lang=en&page=2
FL,Miami-Dade,12,33010,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12086&plan_type=PLAN_TYPE_MAPD&zip=33010&year=2025&lang=en&page=4
FL,Miami-Dade,12,33010,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12086&plan_type=PLAN_TYPE_MAPD&zip=33010&year=2025&lang=en&page=5
FL,Monroe,12,33001,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12087&plan_type=PLAN_TYPE_MAPD&zip=33001&year=2025&lang=en&page=1
FL,Monroe,12,33001,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12087&plan_type=PLAN_TYPE_MAPD&zip=33001&year=2025&lang=en&page=1
FL,Nassau,12,32046,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0005 (HMO-POS),Medicare Advantage with drug coverage,H1045-026-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-026-0?fips=12089&plan_type=PLAN_TYPE_MAPD&zip=32046&year=2025&lang=en&page=1
FL,Nassau,12,32046,UnitedHealthcare,AARP Medicare Advantage CareFlex from UHC FL-37 (HMO-POS),Medicare Advantage with drug coverage,H1045-067-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-067-0?fips=12089&plan_type=PLAN_TYPE_MAPD&zip=32046&year=2025&lang=en&page=1
FL,Nassau,12,32046,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12089&plan_type=PLAN_TYPE_MAPD&zip=32046&year=2025&lang=en&page=2
FL,Nassau,12,32046,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12089&plan_type=PLAN_TYPE_MAPD&zip=32046&year=2025&lang=en&page=2
FL,Nassau,12,32046,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0021 (PPO),Medicare Advantage with drug coverage,H2406-013-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-013-0?fips=12089&plan_type=PLAN_TYPE_MAPD&zip=32046&year=2025&lang=en&page=2
FL,Nassau,12,32046,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0031 (Regional PPO),Regional PPO,R0759-001-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-001-0?fips=12089&plan_type=PLAN_TYPE_MAPD&zip=32046&year=2025&lang=en&page=3
FL,Okaloosa,12,32536,UnitedHealthcare,AARP Medicare Advantage from UHC FL-0008 (HMO-POS),Medicare Advantage with drug coverage,H1045-031-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H1045-031-0?fips=12091&plan_type=PLAN_TYPE_MAPD&zip=32536&year=2025&lang=en&page=1
FL,Okaloosa,12,32536,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA2 (PPO),Medicare Advantage (without drug coverage),H2406-130-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-H2406-130-0?fips=12091&plan_type=PLAN_TYPE_MAPD&zip=32536&year=2025&lang=en&page=1
FL,Okaloosa,12,32536,UnitedHealthcare,AARP Medicare Advantage Patriot No Rx FL-MA01 (Regional PPO),Regional PPO,R0759-002-0,https://www.medicare.gov/plan-compare/#/plan-details/2025-R0759-002-0?fips=12091&plan_type=PLAN_TYPE_MAPD&zip=32536&year=2025&lang=en&page=1
